"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ATP11A ",2771.36088275181,1.1413386028843,0.453894463557713,2.51454620957098,0.0119185682349046,0.0986089619011889
"SLC22A4 ",234.688692168803,1.55934070867463,0.62026176541841,2.51400424081072,0.0119368998490881,0.0987131713132904
"SLC16A8 ",118.909508472137,-2.91145708215722,1.15819589685216,-2.51378638973788,0.011944275509953,0.0987267229830838
"SCNN1D ",95.9358169941886,-1.57868575902962,0.628437157709566,-2.51208213846453,0.0120021149640768,0.0991547889735835
"ZFP2 ",45.0099844257881,-2.62199528298494,1.04382065253042,-2.51192125450738,0.0120075879028966,0.0991547889735835
"ATF7IP2 ",398.474469390563,-1.41084402371256,0.561855963822788,-2.51104217905488,0.0120375313152158,0.0993205195971565
"ELK3 ",2299.91254027779,-0.95132849074703,0.378865414721713,-2.5109932281515,0.0120392006438299,0.0993205195971565
"AGAP3 ",226.360552204545,-1.60416237612174,0.638973362754451,-2.51053090727696,0.0120549768804722,0.0994030173148277
"LOC105372857 ",773.624865726862,1.14790637349011,0.457327272211592,2.51003262486172,0.0120720007839747,0.0994957191050864
"ZNF331 ",296.968217307515,-1.48730334538874,0.59259388084274,-2.50981893919258,0.0120793079173172,0.099506702200702
"NADK ",1958.26413197257,1.25386419218459,0.499616711295711,2.50965222706985,0.0120850114788717,0.099506702200702
"VWCE ",359.838253714648,-1.53563794413234,0.611933110683138,-2.50948660453756,0.0120906801267748,0.099506702200702
"MID1IP1 ",1029.44158226323,1.03452450814753,0.412292411127383,2.50920094628641,0.0121004626920141,0.099539609209785
"LOC107984406 ",11.1666076756866,-5.45301100410973,2.17540126571199,-2.50666904081487,0.0121874766500856,0.100178365408683
"TRGV7 ",17.0923964367469,3.20624251871379,1.27911862195463,2.50660295588091,0.0121897551958733,0.100178365408683
"ABCA5 ",100.597318712068,2.83050165389978,1.12940326840012,2.5061921928997,0.0122039263803992,0.100246954214935
"GDF15 ",55.4241095899149,3.56413480485117,1.42238151919597,2.50575162623448,0.0122191420053644,0.100279845185704
"TLN2 ",57.7783838553576,-2.50006626151646,0.997736176647207,-2.50573881155405,0.0122195848308688,0.100279845185704
"LOC107985549 ",72.7015466218646,-2.04864847596629,0.817718628482335,-2.50532200760612,0.0122339957087713,0.100350010858972
"LOC124901945 ",12.0191242275659,7.05988669028743,2.81819533361981,2.50510906964685,0.0122413637880744,0.100350010858972
"TMEM204 ",217.297754691924,-2.11183156605229,0.843051289504946,-2.50498586781404,0.0122456286131584,0.100350010858972
"MYD88 ",1934.74627966868,1.35917892181554,0.542719867116653,2.50438394495589,0.0122664840522371,0.100473071896691
"MYO1B ",342.599418345923,-2.35641358062698,0.9410035690112,-2.50414946151913,0.0122746169537715,0.10047799138259
"THBS1 ",1444.95126727799,-2.96637556865209,1.18464058414303,-2.50403000568983,0.0122787620360037,0.10047799138259
"OSBPL8 ",1735.92806615266,1.18872950701051,0.475021033727827,2.50247762226803,0.0123327421688124,0.100778020942437
"SLMAP ",708.778214671577,0.935215094160579,0.373742599780961,2.50229728885249,0.0123390264069255,0.100778020942437
"MZB1 ",919.417381142806,-1.20927753354619,0.483270066156662,-2.50228106028436,0.0123395920772957,0.100778020942437
"LOC124900774 ",13.858132474494,-4.72808084503789,1.88952543213288,-2.50225837907927,0.0123403827022097,0.100778020942437
"SOCAR ",11.0585710956426,3.36118443089099,1.34332692647238,2.50213433874773,0.0123447073128397,0.100778020942437
"FKBP15 ",1621.21028072535,0.854970975630952,0.341750946393289,2.50173696562949,0.0123585705892887,0.10079958036476
"SLC9A3R1 ",1275.88722620877,0.936273095356007,0.374251325152707,2.50172285956229,0.0123590629652881,0.10079958036476
"LOC124903207 ",27.0102232821695,-3.84941826938277,1.53954766190988,-2.50035667269137,0.0124068324926111,0.101141250765203
"NDFIP1 ",473.88239324573,1.44750784410831,0.579081156042347,2.49966318020277,0.0124311433813187,0.101245781843994
"JAKMIP2 ",33.1101598312409,3.48963509390043,1.3960465545121,2.49965524618197,0.0124314217581706,0.101245781843994
"HLA-DOA_6 ",79.8854892159268,-2.65800856903305,1.06373076173082,-2.49876064945996,0.0124628454355638,0.101451021667362
"EFNA1 ",338.558586707222,-2.37264633854674,0.949612455881508,-2.49854171967896,0.0124705462864732,0.101451021667362
"LOC124902973 ",6.56192664260051,-6.14462842624366,2.45939111874324,-2.49843482779738,0.0124743077371223,0.101451021667362
"FAM124A ",8.59306299227625,5.10276458546992,2.04258849259422,2.498185319251,0.0124830916785602,0.101474503871678
"TNFSF4 ",1083.58528758631,-1.16218133950637,0.465245392345873,-2.49799645225156,0.0124897443778403,0.101480647307957
"PRELID2 ",110.761677931551,-2.27721293565433,0.911898810132823,-2.49722108456599,0.0125170890401749,0.101654830246517
"LOC112268182 ",27.7980279653001,2.90011931902164,1.16158702743974,2.49668707596866,0.0125359525773522,0.101760003728138
"GSK3B ",1239.38858843408,1.1085504889568,0.444065039288896,2.4963696550667,0.0125471772064323,0.101803098795612
"CRY1 ",293.08825629308,-1.89969648726274,0.761507478784671,-2.49465243636814,0.0126080558738891,0.102248837669066
"PKNOX1 ",748.871832378891,-2.02489786777103,0.811900322461,-2.49402274115773,0.012630445206878,0.102382162772098
"HSPB8 ",6.71813571572759,-6.17730733839991,2.47701909017163,-2.49384728721324,0.0126366898831888,0.102384555649621
"MTMR3 ",2114.82547668392,1.1618537560217,0.46612220861138,2.49259471991899,0.0126813501428911,0.102698049227771
"MPPE1 ",264.247758140743,1.25895848562181,0.50518189156368,2.49208949617133,0.012699403388971,0.102795876256256
"LOC124900722 ",118.98938391222,-1.63863363489097,0.657758156765867,-2.49124031079747,0.0127297987291923,0.10299346795048
"CDCA3 ",220.337755819381,-1.05356206839247,0.422969576979227,-2.49086961742454,0.0127430873287678,0.103052532819909
"LOC107986293 ",7.59766222791669,-6.35421505266468,2.55121086094328,-2.49066635374674,0.0127503791265059,0.103063069228764
"SLC38A1 ",5812.41248473431,-0.807305747976212,0.324185645306251,-2.4902575412109,0.0127650558826998,0.103133261354639
"LRRC4 ",175.808724384893,2.14054308461082,0.860234930237172,2.48832383965233,0.0128346803980457,0.10361395305457
"LOC105373162 ",12.1122664668957,-7.02952669156396,2.82506495365559,-2.48827082098337,0.0128365941026406,0.10361395305457
"JMJD1C-AS1 ",21.2654630297588,-3.27168326002402,1.31502647898097,-2.4879219637914,0.0128491923724926,0.103667019005263
"HS3ST2 ",11.7540926516117,-5.53273685323344,2.22485745029201,-2.486782626234,0.0128904134819509,0.103950855487766
"HUS1 ",200.72504924801,1.11262379045248,0.447584423560352,2.4858411774074,0.0129245632364029,0.104177427979044
"TBK1 ",360.744982282908,1.20844921465957,0.486414004632406,2.48440464943607,0.0129768255481745,0.104539518504684
"ADAMTS14 ",34.1996038541722,3.24485536414794,1.30615907803476,2.48427271893261,0.0129816346704927,0.104539518504684
"CXCL10 ",19.4030056006871,3.18172724896502,1.28126988788713,2.48326077046251,0.0130185746040667,0.104787956202705
"LOC124907753 ",18.818225673156,-6.22290133517018,2.50649609506648,-2.48270936763823,0.0130387419933273,0.104901220646643
"PLAG1 ",47.7969241666552,-2.28029605700423,0.918903725952362,-2.48153967886125,0.0130816145045677,0.105196964490236
"RPS6KA2-IT1 ",10.9088010854666,-4.42098835848765,1.78196053983024,-2.48096871937962,0.0131025870823362,0.105292641516477
"FAM117B ",383.565292216682,0.97435056425838,0.392743503307084,2.48088270347922,0.0131057492084545,0.105292641516477
"RFTN1 ",1292.44418379433,-1.14517790805947,0.461804447749089,-2.47978968942645,0.0131459895263304,0.105566651310602
"P2RY6 ",36.4296987234516,2.27884142846982,0.919063053855701,2.47952675162984,0.0131556861107934,0.105595243601047
"LOC105377002 ",9.53772887891428,-5.21940801970638,2.1055745550164,-2.47885215333338,0.0131805927890766,0.105745837439263
"ARHGEF16 ",9.25323165669164,-5.17448185410136,2.08766505357853,-2.47859772583328,0.0131899972667272,0.105771977149631
"LOC124900391 ",758.711959838158,-0.985020527346273,0.397517770535924,-2.47792828486206,0.0132147703565022,0.105892292302656
"RCOR1 ",1305.6460499665,0.955972039073887,0.38580554223893,2.47785978792874,0.0132173074476207,0.105892292302656
"GPRIN1 ",404.124417393795,-3.03498492386243,1.22503062247241,-2.47747678154941,0.0132315017445524,0.105922276166884
"SIGLEC16 ",50.3021178482747,2.49156237183839,1.00570580251751,2.47742666453892,0.0132333600882562,0.105922276166884
"LY96 ",67.0843291220345,1.52477412133811,0.615538177422369,2.47713980589028,0.0132440012762604,0.105958167346892
"LOC105369382 ",8.54772779221896,5.06482611191547,2.04500532355281,2.47668113798172,0.0132610315469055,0.106045117049581
"TLE2 ",35.8680767867657,-2.69052592090292,1.08670977955969,-2.47584587118842,0.0132920946124771,0.106244150574138
"GLIS1 ",13.259767029272,-4.11322639882457,1.66191427466697,-2.47499312180155,0.0133238741835164,0.106448723688084
"PARP12 ",1105.34858266576,1.67916701325245,0.678855502164474,2.4735264101102,0.0133786915275677,0.106831175556616
"TIPARP ",612.648486572103,1.6517150601354,0.667796621656827,2.473380377453,0.0133841602940359,0.106831175556616
"STEAP4 ",156.912672583619,2.11943891314201,0.857011947885908,2.47305643564279,0.0133962986205597,0.10687849001447
"UBASH3A ",44.7759345077086,1.90681060115439,0.771100058471479,2.47284458120025,0.0134042422159719,0.106892309682419
"ELOVL3 ",8.6904678833759,5.08776809334847,2.05861641469209,2.47145026972373,0.0134566266047047,0.107260346104846
"CLEC4C ",13.6379670113502,4.7929265524431,1.93961096438507,2.47107623149709,0.0134707099885629,0.107322892682027
"LOC124904011 ",360.295051244272,2.02967347020686,0.821430681735334,2.47090048538121,0.0134773317231002,0.10732575918157
"SFMBT1 ",649.050547391872,-1.31840189393814,0.533608544708403,-2.4707286024788,0.0134838106820619,0.10732575918157
"ABAT ",324.069962531682,1.29835022451105,0.52554103880928,2.4705020705,0.0134923537886396,0.10732575918157
"ATP11B ",2485.21409878343,1.4219438250786,0.575591381866042,2.47040499541311,0.0134960162048298,0.10732575918157
"IL10RB-DT ",29.9445791580576,2.0897560729176,0.846017570824652,2.47010954025531,0.013507168443511,0.107364832214495
"HDAC9 ",631.973962344025,1.41956000100717,0.574804410877709,2.46964006215532,0.0135249060949381,0.107456190668416
"TMX4 ",1348.3020205908,1.10911943272022,0.449246070640713,2.46884615181697,0.013554948159493,0.107645178992485
"TSKU ",73.9857142085107,-3.37550634395866,1.36749634136213,-2.46838418638576,0.0135724563417666,0.107734502391818
"LOC124905146 ",18.8764087019546,-4.50883387895253,1.82708379718114,-2.46777618295825,0.0135955297165524,0.107867898060005
"GGT7 ",184.55909614659,1.61226348828191,0.65342863181916,2.46739033120317,0.013610190532531,0.107934455702454
"ZNF302 ",498.915287290338,-0.943901320274495,0.382640480552668,-2.46680988616565,0.0136322714188313,0.108059769160141
"ANTXR2 ",1571.31742978371,1.62918148863766,0.660526604421158,2.46648882532955,0.0136444985796376,0.10810689505386
"LOC124904396 ",12.6540113065835,-3.99386689406227,1.61939904885281,-2.46626481403181,0.0136530354787183,0.108124752670623
"HNRNPLL ",101.060432787916,2.26394087098794,0.918109397245588,2.46587267027216,0.0136679911363593,0.108193403618035
"TROAP ",336.464662827433,-1.56087767399155,0.633174528348157,-2.46516182207079,0.0136951385020996,0.108346229162816
"AFTPH ",1149.94919591826,0.912743672372103,0.370275767883831,2.46503755184558,0.0136998892822528,0.108346229162816
"OAF ",205.85043382727,1.72368481367823,0.699347392397528,2.46470471244488,0.0137126207144918,0.108397101458746
"LOC124903619 ",100.267385103357,-1.52362025638258,0.618218334889386,-2.46453424364257,0.0137191453583466,0.108398885432409
"GNAI1 ",820.443977695983,-1.44610158599748,0.586900410237928,-2.46396417649671,0.013740984433096,0.108521615928935
"PCDHGC5 ",15.2409762543336,-3.42609551683197,1.39117850047087,-2.46272891341574,0.0137884123071798,0.108846232749659
"PSD4 ",2488.10740679464,0.985760148780594,0.400315730068284,2.46245669290199,0.0137988836205267,0.108878949209373
"HOOK3 ",1260.10364172007,0.921579836988142,0.374464895316867,2.46105802843899,0.0138527958591456,0.109254245618715
"ARL17B ",94.1768658880531,1.27058625148327,0.516708272618341,2.45900117883689,0.0139324160316593,0.109831858675596
"LINC02691 ",11.6474114045351,-6.9730949914839,2.83631993248694,-2.45850085937581,0.0139518442629522,0.109905806553729
"LOC107985078 ",8.67792319023386,-6.54890958201394,2.66385768419128,-2.45843072656568,0.0139545695461618,0.109905806553729
"LOC124901043 ",10.7879166766812,3.32210368559925,1.3515517355195,2.45799224572216,0.0139716190816103,0.109989749668542
"DAGLB ",1258.94007422867,-1.16786391097183,0.475168328754894,-2.45778988265493,0.0139794938034397,0.110001421519613
"CPM ",535.870268857419,-2.26222602192998,0.920677017478258,-2.45713315199964,0.0140050767033555,0.110030958618204
"ASTN1 ",120.036745471109,-10.337289780375,4.20714918263564,-2.45707706849109,0.0140072633467923,0.110030958618204
"FES ",1802.60173929866,1.00885840639086,0.410596142590679,2.45705768209464,0.014008019274305,0.110030958618204
"GRASLND ",72.2131434260753,-3.19268651067004,1.29944797553375,-2.45695600807614,0.0140119844062405,0.110030958618204
"CCDC170 ",43.6435663718009,2.88145075682745,1.17281218138857,2.4568731486195,0.0140152165315302,0.110030958618204
"HLA-H ",14.6457116468583,-4.17675412394224,1.70041579001415,-2.45631341961808,0.0140370673017631,0.110152253167369
"QPCT ",388.308807512259,1.92204420348612,0.782884197799236,2.45508110763913,0.0140852804506365,0.110401643595532
"FAN1 ",15.7224513024562,-2.94785215459443,1.20073039686601,-2.45504916198386,0.0140865322380066,0.110401643595532
"LY75 ",451.695042392699,1.38183554693478,0.5628636687663,2.4550093097384,0.0140880939819738,0.110401643595532
"LOC124903566 ",27.6734716139226,-4.47240313127386,1.82188666000419,-2.45481962706921,0.0140955294285715,0.110409634017427
"BCL2L13 ",1040.6422516778,0.920746497096602,0.37511349293091,2.45458111864344,0.0141048837305008,0.110432640636118
"DEAF1 ",557.080663327432,-1.14679792208282,0.467271441470143,-2.45424355161687,0.0141181324751386,0.110486103576471
"CLGN ",10.2877369499789,-4.33261420887208,1.76652459591546,-2.45262037046635,0.0141819921554092,0.110935410455653
"SERPINH1 ",482.188641369353,-1.89708889043473,0.773592860579612,-2.45230920178521,0.0141942633185804,0.110944419900937
"LINC02397 ",20.0356526396346,2.68761569650218,1.09603864487096,2.45211764117917,0.0142018223084185,0.110944419900937
"NAMPT ",1084.49780516105,1.63607639215897,0.667214149849965,2.4521008622597,0.0142024845744532,0.110944419900937
"STAT4 ",92.9655303571093,2.3803402918734,0.970947053066189,2.45156549407759,0.0142236299332984,0.111059186716031
"ZNF655 ",1199.34388899667,1.11256591555429,0.45388666574211,2.45119762162485,0.0142381758335869,0.11112234372798
"C1QC ",244.540350352375,-2.56820793137455,1.04804731948424,-2.45046944315302,0.0142670071573855,0.111296884030574
"PCED1B-AS1 ",26.9807788549143,2.70524306750403,1.10417999868139,2.45000187535965,0.0142855470663656,0.111348328757511
"TDRD10 ",35.3683380486827,-4.42484797067012,1.80607750887501,-2.44997678611607,0.0142865425008184,0.111348328757511
"GABRG1 ",17.4606415490339,-6.115363571007,2.49665242536602,-2.44942528197951,0.0143084393000395,0.111459520982986
"PLCB4 ",32.7711774320592,4.43112386720116,1.80914529633377,2.44929131793938,0.0143137626458481,0.111459520982986
"SFXN3 ",811.767943316306,1.26121754426999,0.515141401310946,2.44829388797019,0.0143534526030429,0.111712832670416
"SLC4A11 ",66.4930767998243,-2.19582055180257,0.896931388534759,-2.44814774002914,0.0143592763011773,0.111712832670416
"ALPL ",102.813605347268,-2.23723824759125,0.913949324573361,-2.44787997259653,0.0143699516961364,0.111745367708455
"IDO1 ",13.068907507907,4.6784248902801,1.91145866572488,2.44756790935153,0.0143824019161882,0.111758249120751
"SPSB4 ",11.4501099233892,-3.36939959451449,1.37666263516196,-2.44751292615573,0.0143845965368391,0.111758249120751
"SPRYD3 ",410.490749274477,1.09336071019488,0.446804564373743,2.44706701178707,0.0144024058499264,0.111799291490579
"MTCL1 ",391.385418492718,-2.9223143034903,1.19428128174876,-2.44692297212531,0.0144081627842464,0.111799291490579
"FAM214B ",757.68481119901,1.04999472015925,0.429113494084355,2.44689280256669,0.0144093688492128,0.111799291490579
"HVCN1 ",268.765689378997,1.35939044575977,0.556092384778669,2.44454066081272,0.0145036730944107,0.112480266012489
"CDKN2B-AS1 ",47.6187725218344,-1.74591568286907,0.71428402506807,-2.44428773652426,0.0145138459042823,0.112508456831889
"BACE1 ",594.766055389282,-1.29644733560011,0.530444616386012,-2.44407671517711,0.0145223381593507,0.112523600803362
"ALKAL2 ",133.088326883663,-4.5560736321601,1.8646269073794,-2.44342372950273,0.0145486444040482,0.112656624321959
"CALHM6 ",327.840163220177,-1.16738137033754,0.477783780846851,-2.44332565720085,0.0145525989812141,0.112656624321959
"HCAR3 ",91.7661487735181,2.50276728110335,1.02470970104274,2.44241591404527,0.0145893278218229,0.112890171981003
"DKK1 ",152.406409456177,-7.32046238142581,2.99752127758392,-2.44217194926012,0.0145991912394817,0.112892553768913
"SH3YL1 ",468.595809733179,-1.32232726247083,0.541474970179826,-2.44208381789408,0.0146027558074031,0.112892553768913
"CAV1 ",114.363685226956,-2.8306835204339,1.15991794887002,-2.44041703397343,0.0146703153048355,0.113360543464802
"MUC8 ",50.1920729889243,4.75236005534292,1.94747652595253,2.44026564223591,0.0146764652704735,0.113360543464802
"PLCH1 ",112.378248771876,-2.47871616829187,1.01590710367345,-2.43990435673598,0.0146911509050497,0.113423066812472
"ZNF594-DT ",53.4417531957671,-2.47957494853114,1.01634940807918,-2.43968750197566,0.0146999718975385,0.113440276405713
"LOC101927793 ",55.5820039378647,1.64709359410036,0.675231711985469,2.43930130185562,0.014715692905277,0.113510694400229
"HECW1 ",23.2427531180279,-7.96915065651305,3.26847965801549,-2.43818273030087,0.0147613101285027,0.113777681006
"LOC124905983 ",26.8973749928523,-2.57823500070292,1.05746481107528,-2.43812841212299,0.0147635284843046,0.113777681006
"RUNX3-AS1 ",38.7175993720777,2.78633400616635,1.14320186950453,2.43730707628562,0.014797107689111,0.113985419078743
"LOC102723665 ",26.1163451600095,-2.31638583328346,0.950664538984241,-2.43659644206194,0.0148262152992589,0.114112661739973
"TMEM132A ",17.9923970234151,-3.02741805825939,1.24248660417074,-2.43658003884875,0.0148268877709674,0.114112661739973
"TNFRSF11B ",8.44549565905358,-6.50975860155534,2.67280883439327,-2.43554964267883,0.0148691841529349,0.114288997164664
"SRPX2 ",8.44549565905358,-6.50975860155534,2.67280883439327,-2.43554964267883,0.0148691841529349,0.114288997164664
"FER ",430.84959454165,0.929166574744104,0.381503854796827,2.43553653013268,0.0148697230897601,0.114288997164664
"HSPA2 ",183.055392194396,-3.08564202158742,1.2672518820637,-2.4349082177432,0.0148955674447496,0.114436526855668
"NELL2 ",21.4368604616004,2.27467093103867,0.934291927128549,2.43464688604304,0.0149063284425201,0.114441228366272
"LOC105369767 ",38.4861299927844,2.16399769920872,0.888869397634374,2.43455079561515,0.014910286932351,0.114441228366272
"P4HA2 ",77.7583133110554,-3.04883123637066,1.25239071457545,-2.43440900741922,0.0149161296545731,0.114441228366272
"CATSPER1 ",13.4873525540182,4.06494089968444,1.66999473261228,2.43410402458328,0.0149287040391302,0.114486661234131
"CFAP20 ",262.459521034067,-0.994092812958606,0.408440041536641,-2.43387697547628,0.0149380712942071,0.114507469444103
"ANXA9 ",87.291155101931,1.67418940399018,0.687973457890327,2.43350871285658,0.0149532755377516,0.114572982515213
"TRAM2-AS1 ",113.276687073017,-1.3668795870767,0.56174189633989,-2.43328759343535,0.014962411315217,0.114590720107482
"TTLL4 ",673.958465592067,0.982131162637571,0.403649206098238,2.43313042067162,0.0149689080598303,0.114590720107482
"TCN2 ",313.391477893317,1.94919991979816,0.801663734580968,2.43144330436379,0.0150388017631105,0.115033884984068
"SEC61A2 ",268.89435662561,-1.06948451299216,0.439924757945888,-2.43106234344672,0.0150546239046164,0.115033884984068
"SLC66A3 ",289.11869907525,1.2889111518017,0.530200588329289,2.43098778117764,0.0150577223541148,0.115033884984068
"CCL2 ",51.897762173402,-3.83024285042852,1.57561205117302,-2.4309555436422,0.0150590621650437,0.115033884984068
"GSTM1 ",23.0103255868476,-7.95465378535859,3.2722708725984,-2.43092766310084,0.0150602209814112,0.115033884984068
"RUNX1 ",3074.28612733482,0.831146286087753,0.342044836557163,2.42993373165232,0.0151015837183249,0.115298648717238
"EVI2A ",42.9313732156096,2.40747383425431,0.990940856066988,2.42948286924963,0.0151203794475543,0.115390957832799
"TRIQK ",281.20457517411,1.24155333455776,0.511371358891033,2.42788985532982,0.0151869547377161,0.115847652518332
"GPC6 ",11.1825563421746,-6.91436496058059,2.84841537032294,-2.42744265201626,0.0152056906158022,0.115900124525226
"CASTOR3 ",831.384651196964,-1.92118242058743,0.791455511830072,-2.42740418364781,0.0152073032237759,0.115900124525226
"LOC124907999 ",8.24353091689664,-5.0050469075083,2.06251810810925,-2.42666810430893,0.0152381889593676,0.116084105268595
"LINC01682 ",6.89660747735517,-6.21736364021016,2.56288813279842,-2.42592080420671,0.0152696020033281,0.11624289105112
"BCL2L15 ",83.2187997602161,2.58215269093212,1.0644915486943,2.42571459970666,0.0152782799183027,0.11624289105112
"FLT4 ",1820.40390999189,-3.34662996132872,1.37971026494851,-2.42560343743881,0.0152829598748214,0.11624289105112
"C1S ",104.467690066045,-2.30778623776704,0.951456474488535,-2.42553001597642,0.0152860516269792,0.11624289105112
"BMP2K ",788.588751041237,-1.0336784876761,0.426231217607437,-2.42515903334919,0.0153016819979445,0.116310355787379
"LOC101928368 ",37.3698892504818,-4.78705368358573,1.97503104974928,-2.42378654461833,0.0153596305649087,0.116672953483543
"C2CD2L ",651.898129257136,1.06160434264822,0.438008315530159,2.42370819230513,0.0153629445402818,0.116672953483543
"PTGER4 ",1025.58282209307,2.15890245690101,0.890813451555142,2.42351802516239,0.0153709904333901,0.116682564785272
"ME2 ",824.196946069262,0.851225832342997,0.351426845237222,2.42219922547009,0.0154268904299735,0.117055272226373
"LOC124902876 ",13.556035824782,-3.26761920339739,1.35059277162358,-2.4193963362245,0.015546291161546,0.117909266019853
"DIP2A ",2045.21490263489,0.967276444019612,0.399846009578637,2.41912241424878,0.0155580035134813,0.117946115622687
"GSDME ",613.567535446407,-3.51952329748979,1.45538449278959,-2.41827731085949,0.0155941873767428,0.117991831456807
"ERRFI1 ",39.9541872630732,-2.15359084523866,0.890548636471833,-2.41827426042752,0.0155943181177401,0.117991831456807
"RELT ",1292.76900659128,1.39242459507837,0.57581134273508,2.41819584252095,0.0155976794270311,0.117991831456807
"UAP1L1 ",452.698546103852,1.80774182835343,0.747569078583409,2.41816024785158,0.0155992053691594,0.117991831456807
"SYT16 ",10.8886442601928,-4.36584767766436,1.80551084859171,-2.41806781779778,0.0156031684554758,0.117991831456807
"C1orf127 ",15.4709199318699,3.94233111013387,1.63048477646472,2.41788894139924,0.0156108405832193,0.117991831456807
"TAPT1-AS1 ",244.559172382633,-1.26476043886663,0.523090578136581,-2.41786124952226,0.0156120286028909,0.117991831456807
"LOC124904480 ",6.27742942037787,-6.08103251882287,2.51544417442593,-2.41747862291982,0.015628451956163,0.118064104351891
"LOC124901761 ",11.0611461546251,6.93711822669127,2.87090534006676,2.41635212762882,0.015676892421126,0.118328807249035
"PLSCR4 ",81.1405762922797,-3.80132122494706,1.57317056642814,-2.41634397824891,0.0156772433335929,0.118328807249035
"KCNJ6-AS1 ",7.36523469673642,-6.30932766115144,2.61219764834997,-2.41533318320565,0.0157208218070723,0.118605709109122
"SRL ",10.0032397277563,-4.290975672596,1.77863975875836,-2.41250407873006,0.0158433601738946,0.119477819996736
"FMO2 ",48.1061983659205,-3.18494691646588,1.32030202840068,-2.41228661923961,0.0158528137734974,0.119496746486253
"TPSD1 ",64.9942934346541,9.49344664276209,3.93587569969843,2.41202907995532,0.0158640161750966,0.119528832905971
"LOC100128398 ",92.4457342715031,-2.03097340294637,0.842841392192594,-2.40967449126214,0.0159667588881346,0.120250307967575
"HMX2 ",22.3130429933068,-7.91026816060437,3.28406489066825,-2.40868205225834,0.0160102390343687,0.120472323367928
"LINC02909 ",22.3130429933068,-7.91026816060437,3.28406489066825,-2.40868205225834,0.0160102390343687,0.120472323367928
"KLF9 ",1460.34281817955,-2.20388972317975,0.915210499878064,-2.40806866122426,0.0160371645783914,0.120519344038433
"ZNF205 ",77.1747192355579,-2.44038299388238,1.01343018145875,-2.40804254553544,0.0160383118412597,0.120519344038433
"CYTH4 ",1264.36824016959,1.57451847212601,0.653878711606815,2.40796717216386,0.0160416234000062,0.120519344038433
"ME3 ",554.42103771705,-2.08455743187465,0.865755832912904,-2.40778907011344,0.0160494507721004,0.120519344038433
"FMNL1-DT ",157.677185612085,1.96105597632409,0.814479161086462,2.40774235857449,0.0160515042440635,0.120519344038433
"LOC101928045 ",42.7343613980664,-1.72435188328495,0.716296647739534,-2.4073153053649,0.0160702885130499,0.120546486691799
"ZNF32 ",156.691127417335,-1.14439189845629,0.47539304757431,-2.40725417482553,0.0160729789679994,0.120546486691799
"LOC107984878 ",9.11674340707323,-6.61998857851927,2.75009832762873,-2.40718250398972,0.0160761338228647,0.120546486691799
"TMEM216 ",89.5537225598521,1.43532065635215,0.596366362385936,2.40677668440207,0.0160940077308014,0.120602454999165
"CERK ",1849.31934376645,-0.859934275515159,0.357327211008068,-2.4065737201742,0.0161029536335769,0.120602454999165
"MPZL3 ",209.78717894628,2.41922770890994,1.00527390088196,2.40653587722459,0.0161046220923982,0.120602454999165
"CCNB1 ",371.60396107627,-1.77812910259601,0.738951715831907,-2.40628591083817,0.0161156466844537,0.120632520136043
"TMPO-AS1 ",174.75512276711,-1.39101783263275,0.578117396684493,-2.40611654416603,0.0161231202522496,0.120635989748245
"GRIK5 ",919.87618738713,-2.22498412495107,0.924819303583992,-2.40585822152338,0.0161345250072531,0.120668857388013
"LINC00671 ",112.449780152791,3.39611270541204,1.41169657623428,2.40569592827888,0.0161416937610795,0.120670029511042
"SPAAR ",9.9207072476906,-5.28244352215545,2.19858052004802,-2.4026609323547,0.0162762710778957,0.121623251836521
"SEMA5B ",16.2985038931325,-6.0147198448112,2.50438680755128,-2.40167366585525,0.0163202603147574,0.121899027672161
"LINC00996 ",44.9480109663896,1.70981788144707,0.712153486784571,2.40091204098014,0.0163542670711805,0.122100035586961
"FAM102B ",733.228641539454,0.919318785623205,0.382942814194532,2.40066858953044,0.0163651503670815,0.122128305579838
"PTMS ",140.514370032189,-2.56883792007676,1.07018700156433,-2.40036359656937,0.0163787938041777,0.122177140258385
"CD5 ",119.129103971921,1.5624034446294,0.651089349837603,2.39967593544435,0.0164095920418,0.122278873461121
"CADPS2 ",43.486169329157,-4.4535620635354,1.85602728665114,-2.39951324830521,0.0164168857385374,0.122278873461121
"DBH-AS1 ",57.2060794129198,-2.9688300628382,1.23734285313182,-2.39935928455386,0.0164237909654447,0.122278873461121
"FIG4 ",395.171210493678,1.06371769422717,0.443349618981906,2.3992750837812,0.0164275684233491,0.122278873461121
"FAM239A ",28.1098326841967,6.84629220699855,2.8534940101544,2.3992663669997,0.0164279595236279,0.122278873461121
"TASL ",873.293159280271,1.05271324406729,0.438930475224093,2.39835988496773,0.0164686757954704,0.122528941532317
"COL17A1 ",79.1959709064152,2.18234672998744,0.910078594470891,2.39797611244359,0.0164859403200446,0.122604385033556
"TP63 ",47.1531974208001,4.50700609231016,1.8801432721488,2.3971609818645,0.016522662819442,0.122816330314378
"C16orf74 ",35.5583341601688,1.89253615359398,0.789534819621754,2.39702683980504,0.0165287129413737,0.122816330314378
"LOC124904194 ",8.3858971867624,-3.96548289674027,1.65521059206068,-2.39575732282101,0.0165860675523931,0.123189312261171
