"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","abs_log2FC"
"HLA-F_6 ",65.6537211567655,-8.01326652368222,1.61882468998828,-4.95005207990756,7.41936250324945e-07,3.4885193802847e-05,8.01326652368222
"TIFAB ",192.99522120192,4.84250271390185,0.979646377578547,4.94311296885654,7.68849013201135e-07,3.59541376852672e-05,4.84250271390185
"LINC00870 ",76.5891973414421,-7.27456115714897,1.47587697773739,-4.92897529189818,8.26620266676061e-07,3.81982030348164e-05,7.27456115714897
"LOC105379182 ",114.173008058832,-6.47142092133859,1.31711434390656,-4.91333265883685,8.95411599346493e-07,4.12009043132454e-05,6.47142092133859
"COL27A1 ",321.297477384938,-7.77385251988319,1.58317335793274,-4.9102977137223,9.09382228507472e-07,4.17321567210269e-05,7.77385251988319
"LOC105377918 ",60.1273103147648,-7.89834947225187,1.61025621767126,-4.90502653278022,9.34147110438954e-07,4.25551421864976e-05,7.89834947225187
"HGF ",2072.26719223647,4.87587462171351,0.99617688679061,4.89458718262592,9.85122980868393e-07,4.44960141148666e-05,4.87587462171351
"LOC105377732 ",92.2737298785707,-23.3715323349529,4.78532449456363,-4.8840015680241,1.03954247121612e-06,4.68311161967491e-05,23.3715323349529
"HAL ",259.260127030163,4.19537562217382,0.859693523978112,4.88008284947908,1.06041284122871e-06,4.76465916049734e-05,4.19537562217382
"SIGLEC17P ",87.0958438086879,5.09923347981474,1.04545600826908,4.87752085164955,1.07427494888083e-06,4.81437437377349e-05,5.09923347981474
"EPHB2 ",59.8372603319988,5.60333231278123,1.14903990213533,4.87653414156308,1.07966008460053e-06,4.82594036256898e-05,5.60333231278123
"BVES ",94.6537240674468,-6.27259082325537,1.28664383121089,-4.87515711115802,1.08721890403672e-06,4.84713733667563e-05,6.27259082325537
"LINC02532 ",51.3925347691554,-6.65907754498253,1.36859385689893,-4.86563454264745,1.14090166408143e-06,5.07332732226806e-05,6.65907754498253
"NTRK1 ",55.8673986701184,5.77045404730455,1.18955980263911,4.85091546848041,1.2289291788749e-06,5.42272877929697e-05,5.77045404730455
"EVA1A ",62.6328035051107,-9.39950974652094,1.94417786492817,-4.83469641131226,1.33348985361514e-06,5.86906058589846e-05,9.39950974652094
"FCGR1BP ",38.4520364089712,4.42546702877625,0.915984951903383,4.83137525303259,1.35593165616183e-06,5.9315123628211e-05,4.42546702877625
"DIRAS1 ",251.400503155397,-4.31854312447798,0.893910470572107,-4.8310689567313,1.35801956589663e-06,5.9315123628211e-05,4.31854312447798
"TENM4 ",360.368527072179,-5.92339826973109,1.22903030233773,-4.81957056588778,1.43867560314291e-06,6.25206274103192e-05,5.92339826973109
"ADGRE1 ",263.82928985249,4.92019696789241,1.02300949712889,4.80953205390673,1.5128403604902e-06,6.50861744091894e-05,4.92019696789241
"SERPINB2 ",368.51151428281,6.00999727715798,1.25167273186053,4.80157242718273,1.57424549547532e-06,6.71952828643632e-05,6.00999727715798
"VLDLR ",513.692949993813,-4.12224533371115,0.858593407766996,-4.80116117410238,1.57748237998737e-06,6.71952828643632e-05,4.12224533371115
"KCNS3 ",60.2672004677803,-6.92452304103088,1.44252694632751,-4.80027292291478,1.58449546108307e-06,6.73273639253793e-05,6.92452304103088
"FGD1 ",90.1812418442593,-8.46749640516256,1.76496361374497,-4.79754729175176,1.60620294183057e-06,6.80816414432569e-05,8.46749640516256
"CHST3 ",258.072831616863,-5.71012198842901,1.1906316482259,-4.79587620313755,1.61965288997951e-06,6.83152122148466e-05,5.71012198842901
"EVC ",140.316291182782,-4.6403887893453,0.968918233968101,-4.78924704548193,1.67408279434199e-06,6.9925463125804e-05,4.6403887893453
"GPR176 ",556.841398708239,-5.51686340724572,1.15241246548472,-4.78722989596024,1.69099092285687e-06,7.02904898344054e-05,5.51686340724572
"LOC100507336 ",31.9301067008135,-8.42750382129883,1.76088422513051,-4.78594997957587,1.70180440644557e-06,7.04542588126374e-05,8.42750382129883
"ADAMTS18 ",50.625783741339,-5.66846125005972,1.18828689694997,-4.77028002632126,1.83969990271355e-06,7.5559416768013e-05,5.66846125005972
"OR2B6 ",47.7460176003137,-4.74425785156062,0.996324543880458,-4.76175948961652,1.91912322504089e-06,7.86337894755445e-05,4.74425785156062
"TUBB3 ",54.4012377889547,-4.2241537799189,0.887724639965841,-4.75840546690406,1.95128238079024e-06,7.95725556659225e-05,4.2241537799189
"INTU ",40.3101258673285,-6.33070377583662,1.33107381016926,-4.75608769962321,1.97380749476821e-06,8.0300834934908e-05,6.33070377583662
"AIFM3 ",61.8853820937883,4.44245191703347,0.935204566826104,4.75024617566856,2.03169164776211e-06,8.18814556588714e-05,4.44245191703347
"ADRB2 ",215.199693698662,4.00461712907701,0.847141407059822,4.72721212267956,2.27623440653408e-06,9.00499262115975e-05,4.00461712907701
"TREM1 ",687.95839563148,4.01418918668313,0.849965198956527,4.72276887525655,2.3265519931585e-06,9.16192980555255e-05,4.01418918668313
"TCEAL9 ",45.0441246572828,-5.83167598252364,1.23524817610674,-4.72105613699747,2.34623166784735e-06,9.21833350958562e-05,5.83167598252364
"SEMA6C ",737.945565582781,-4.03075980142235,0.853926426874674,-4.72026590882627,2.3553653230164e-06,9.23313937216156e-05,4.03075980142235
"LOC105376718 ",39.6886364521328,5.30212277642688,1.12351163165643,4.71924155214111,2.36725591251269e-06,9.25866068146158e-05,5.30212277642688
"MORC4 ",126.658081817565,-5.87358859793625,1.24617089427698,-4.71330908538356,2.43726072722959e-06,9.5108435045111e-05,5.87358859793625
"IL1RL1 ",393.570726933458,6.56635550654605,1.39439369413856,4.70911159032648,2.4879883846951e-06,9.67450868620069e-05,6.56635550654605
"LOXL1 ",47.7003849022735,-5.97087514623934,1.26799506939746,-4.70891038170728,2.49044531813987e-06,9.67450868620069e-05,5.97087514623934
"DCLK2 ",82.72964872742,-7.39090328104807,1.57768221909612,-4.68465904704336,2.80426342480075e-06,0.000107720020708473,7.39090328104807
"LOC105370152 ",34.8402912292481,8.59282656195648,1.83887522040236,4.67287093034856,2.97018433227301e-06,0.000113334594621034,8.59282656195648
"GJC1 ",210.748076495955,-6.6911197495483,1.43331126396715,-4.66829495990179,3.03709668785598e-06,0.00011537615210003,6.6911197495483
"ASGR2 ",50.4814786147153,4.27288498633981,0.917965801982497,4.6547322101889,3.24402050101465e-06,0.000122158312476939,4.27288498633981
"RNF182 ",104.209507476076,-6.39054970050171,1.37459411153155,-4.64904486851136,3.33475670853514e-06,0.000125300934928343,6.39054970050171
"SIGLEC14 ",402.63956106132,6.27256817641648,1.35739681954399,4.62102760674195,3.81843954411052e-06,0.000140409243834611,6.27256817641648
"SNX7 ",191.489360744498,-6.59172861979844,1.42727167720689,-4.61841198495451,3.86687932301608e-06,0.00014188726283536,6.59172861979844
"LOC107986256 ",85.8510771440788,-4.25340316436596,0.92345095942752,-4.60598705425873,4.10513929383772e-06,0.000148242407799959,4.25340316436596
"EFEMP1 ",51.247422382374,-6.68783989584735,1.45313448200782,-4.60235441292858,4.17741559292006e-06,0.000150395700708287,6.68783989584735
"LRRC14B ",161.081012023948,-6.57218447558757,1.42833312823644,-4.60129667628883,4.19868888417324e-06,0.000150846006279201,6.57218447558757
"TSPAN15 ",489.525749767703,-4.5387636151572,0.988293302740114,-4.59252693767442,4.37910963667356e-06,0.000157000203619824,4.5387636151572
"HAR1A ",64.1487838465206,-6.40603130768797,1.39514204587736,-4.59166959136366,4.39714119096952e-06,0.00015731892464739,6.40603130768797
"SCO2 ",55.3952931630571,6.80686909834762,1.48591963315068,4.58091335930102,4.62949618430925e-06,0.000163927983201189,6.80686909834762
"OTOF ",341.408402730783,9.44126538374744,2.06443552675527,4.5732914694539,4.80121504160875e-06,0.0001693117001046,9.44126538374744
"LINC00482 ",86.0383286529045,8.44007124180961,1.84617013775903,4.571664912777,4.83864263815932e-06,0.000170230114605823,8.44007124180961
"BMPR1B ",342.79571047514,-6.12775961224453,1.3404846715161,-4.57130151687149,4.84704260310613e-06,0.000170230114605823,6.12775961224453
"TSHZ2 ",188.666763380152,-5.33923946202969,1.16995312102114,-4.56363538512517,5.02753632005655e-06,0.000175139418080674,5.33923946202969
"AFAP1L2 ",791.895192104521,-4.23360917946969,0.928301831017491,-4.56059552832005,5.10087502647685e-06,0.000177335269354828,4.23360917946969
"LOXHD1 ",334.068393128408,5.29858806000695,1.16485538096242,4.54870891838023,5.39760411308874e-06,0.000186896115054616,5.29858806000695
"LOC124909486 ",43.1044784752577,-7.40256755943855,1.6284962241413,-4.54564613027697,5.47669841402371e-06,0.000189254022102277,7.40256755943855
"TAFA1 ",60.4974563875924,-7.91002036553316,1.74378894262219,-4.53611109245745,5.73010048756262e-06,0.00019643286711248,7.91002036553316
"LOC105371773 ",64.3939708687052,-4.21398991062925,0.933727044035748,-4.51308542206893,6.38912736107165e-06,0.000216012755907037,4.21398991062925
"ATP8A2 ",106.754928353414,-6.3713461354961,1.41628406448697,-4.49863575765364,6.83909177031953e-06,0.000228976518045581,6.3713461354961
"MTMR11 ",204.130469376205,5.19439298102477,1.15498901947813,4.49735269636744,6.88047986799682e-06,0.000229914908831762,5.19439298102477
"LOC112267855 ",42.4021970979214,5.85700463896715,1.30653089637305,4.48286730549295,7.36467278896994e-06,0.000244669216265219,5.85700463896715
"ADAMTSL1 ",167.043604404069,-9.38572137640633,2.09679346900511,-4.47622596843537,7.59740733488808e-06,0.000251430351588633,9.38572137640633
"ST8SIA5 ",85.6254257939393,-5.17290781495512,1.1583623322214,-4.46570789731655,7.980443310694e-06,0.000261094009379721,5.17290781495512
"MFAP4 ",118.700681244082,6.29817110829241,1.41289017480051,4.45765086389794,8.2862717602892e-06,0.000270072823338668,6.29817110829241
"LOC284581 ",82.9963649876608,-8.34344781429636,1.87447166875402,-4.45109304844407,8.54343106149374e-06,0.00027792798702693,8.34344781429636
"DSG2 ",452.619869389958,-7.86659845369319,1.76843252826178,-4.4483452594176,8.65343558010647e-06,0.000280975420562363,7.86659845369319
"LOC107984703 ",172.043506014237,-6.33585375044437,1.42458961793307,-4.44749398050298,8.6877892841352e-06,0.000281559634257406,6.33585375044437
"MYRIP ",680.756461762064,-6.03707668273511,1.3597454054709,-4.43985812229633,9.00182026908827e-06,0.000290642260808143,6.03707668273511
"KIF17 ",82.2774907398088,5.06005114983817,1.14320639268298,4.42619214012858,9.59111009377189e-06,0.000307935473141269,5.06005114983817
"RASL10A ",175.010119424484,-4.06671150906567,0.921582982430247,-4.41274588029133,1.02067773378382e-05,0.000325274872605291,4.06671150906567
"KCNE1 ",47.3984911920381,5.58404110892987,1.26618960783424,4.41011446814916,1.03315991326685e-05,0.000328037803457735,5.58404110892987
"BAHCC1 ",122.10698483323,5.56070489321512,1.26203894412302,4.40612781333717,1.0523488290363e-05,0.000332902040420693,5.56070489321512
"SLC6A12 ",33.2189652425822,5.02100500678279,1.14397363715653,4.3890915347167,1.13825155465942e-05,0.000358757710698424,5.02100500678279
"OLIG1 ",105.44921598733,6.68616394390891,1.52408031990459,4.38701547194537,1.14916618167966e-05,0.000361535663994978,6.68616394390891
"CREB3L1 ",52.20666606974,-4.8834848019646,1.11458300264294,-4.38144560825411,1.17894476734405e-05,0.000369553014594241,4.8834848019646
"FRMPD1 ",26.6065361721675,-8.16465268175152,1.86907240798212,-4.36829126944644,1.25222417329229e-05,0.000388980610075577,8.16465268175152
"PCDHGB2 ",45.1348572378713,-5.10802726856634,1.17182973225617,-4.35901831807225,1.306471780192e-05,0.000404371814124535,5.10802726856634
"HSD17B14 ",33.0373091454347,-4.64453909275548,1.06578405908112,-4.35786128829872,1.31339577258325e-05,0.000405785060150543,4.64453909275548
"FOLR3 ",53.6097586869974,4.74337667612414,1.09119828044276,4.34694295357531,1.38048104858626e-05,0.000424132716513997,4.74337667612414
"SLC26A9 ",75.4317074137592,-6.64398594625197,1.52932487206522,-4.34439148124219,1.39662261580144e-05,0.000427659761482686,6.64398594625197
"SERPINB10 ",185.727804267983,4.32752335056233,0.997862308900126,4.33679407666199,1.44575954475354e-05,0.000441136099391199,4.32752335056233
"LOC105374869 ",138.962302461674,-4.22883941975501,0.977180627557966,-4.3275923616324,1.50748137215667e-05,0.000459154812981312,4.22883941975501
"FAM171A1 ",616.827020882036,-4.8210847020524,1.11430962671557,-4.32652162959641,1.5148245110816e-05,0.000460576236947054,4.8210847020524
"TMEM63C ",40.391462688618,-4.42546632533419,1.0258760541805,-4.31384113831312,1.60442256062056e-05,0.000485781470900678,4.42546632533419
"SMARCA1 ",33.7246249632646,-8.50502029739892,1.9731337821284,-4.31041238786385,1.62950379706874e-05,0.000491967207785191,8.50502029739892
"CDK15 ",38.6979393190093,7.2878493700504,1.69102296231414,4.30972821331598,1.63455304470948e-05,0.000492627379096417,7.2878493700504
"SPRY4 ",247.353105754757,-5.45608359131857,1.26652906278402,-4.30790240164348,1.64810074097339e-05,0.000495842056842851,5.45608359131857
"SCN2A ",140.287752164008,6.30907325717155,1.46739531674543,4.2995048336154,1.71180142656454e-05,0.000510544033791146,6.30907325717155
"PCDH12 ",1395.28112071842,-4.29736690578078,0.999665670676621,-4.29880412205425,1.71722150839674e-05,0.000511274479896185,4.29736690578078
"NGFR ",186.961356080835,-4.11606969021773,0.957603123038077,-4.29830437181445,1.72109711875234e-05,0.000511543356072694,4.11606969021773
"OLR1 ",350.671800518458,5.17085629824463,1.20516278684597,4.29058742493807,1.78201114156136e-05,0.000526316887088501,5.17085629824463
"LOC105374786 ",23.8174057980042,-8.00482245926094,1.86870646309918,-4.28361683192621,1.83879472551631e-05,0.000540919973186499,8.00482245926094
"ZNF662 ",119.969507211704,-5.35539766022507,1.25495867861314,-4.26738963719772,1.97773556966713e-05,0.000577841280448244,5.35539766022507
"ZFPM2 ",33.7822081561336,4.73806059429627,1.11136100587542,4.26329569712056,2.01433672971946e-05,0.000586543498845046,4.73806059429627
"FGD5 ",344.955508992417,-5.73866803234126,1.34657709052703,-4.26167062599827,2.02904347472699e-05,0.000589827857374608,5.73866803234126
"CLEC10A ",40.9894050435122,6.398729538285,1.50418408617,4.25395375281335,2.10028697189566e-05,0.000607459470577352,6.398729538285
"DUSP26 ",368.362353700686,-4.46964427834428,1.05132993832875,-4.25141919334047,2.12420153026623e-05,0.000613345371381738,4.46964427834428
"MGAM ",394.358552457932,4.73751275638872,1.11755346796603,4.23918218876016,2.24335542177248e-05,0.000642361122350793,4.73751275638872
"IL31RA ",89.5077481243154,7.46577113975731,1.7769946792716,4.20134692964729,2.65331620327436e-05,0.00074731454242469,7.46577113975731
"KCNQ3 ",53.7186806266759,-9.17794226074865,2.18973408298318,-4.19135014249999,2.77299321082221e-05,0.000778473738418261,9.17794226074865
"LOC100130075 ",73.6982687659296,-6.13901961556699,1.46604599172548,-4.18746727607202,2.82084676984512e-05,0.000789332553857963,6.13901961556699
"EXOC6B ",176.449595824287,-4.27218345409907,1.02077243953065,-4.18524569106059,2.84857824671662e-05,0.000795798426099777,4.27218345409907
"LINC01224 ",53.9071883519878,-6.68182100555109,1.59715658024341,-4.18357291213913,2.86962995486034e-05,0.000800380257588194,6.68182100555109
"AMOTL2 ",70.2865824894778,-4.40846696870779,1.05447802353848,-4.18071014312315,2.90600108051675e-05,0.00080400920570117,4.40846696870779
"LOC105379854 ",55.9732270750995,9.27847720179265,2.22686493682698,4.16660976979295,3.09163056855185e-05,0.00085399471034043,9.27847720179265
"ENPP3 ",64.1613491861242,4.33863251713166,1.04369403675625,4.15699655678392,3.22458848723653e-05,0.000887871092429654,4.33863251713166
"LOC105373252 ",20.3309928303,-7.77628921708129,1.87960658452544,-4.13718981466785,3.51585255902175e-05,0.000958863814393109,7.77628921708129
"NME8 ",32.2775287529932,5.01437524358739,1.21247423771479,4.13565508248509,3.53943485473559e-05,0.000960727672163166,5.01437524358739
"GAS1 ",66.4146754452685,-7.03060350003561,1.70656673957419,-4.11973545305931,3.79307645594488e-05,0.00101634502715854,7.03060350003561
"KLRK1-AS1 ",54.2562230610867,5.76250691138842,1.40057179563603,4.11439594124594,3.88194625003488e-05,0.00103642963158008,5.76250691138842
"AATK ",319.430911239394,4.32124667388428,1.05092349584274,4.11185656327824,3.92490128036178e-05,0.00104395094488015,4.32124667388428
"ITGB8 ",25.2724903455032,5.6616679470523,1.37722733511353,4.11091749539345,3.94090010943383e-05,0.00104658873430936,5.6616679470523
"COLCA1 ",79.1941906616439,-4.55108424239392,1.10724588782997,-4.11027423304621,3.95189502092455e-05,0.0010478915472279,4.55108424239392
"LYVE1 ",412.366883312164,-5.962439246895,1.45184777828537,-4.10679365707101,4.01189320698219e-05,0.00106216415690702,5.962439246895
"ZNF423 ",702.196810444815,-4.48037176576288,1.09424240744468,-4.09449655330544,4.23086707253935e-05,0.00111328733106009,4.48037176576288
"MID1 ",33.7406549106866,-6.08126208034971,1.48587418388655,-4.09271669586665,4.26348499364049e-05,0.00111674753813637,6.08126208034971
"EFR3B ",70.7788256603781,-5.31987134803444,1.3037904942191,-4.08031150067615,4.49753888412217e-05,0.00117269919177058,5.31987134803444
"LOC105377927 ",39.4211689625877,-6.31215615557637,1.54921979888402,-4.07440968681353,4.61312106745984e-05,0.00120101664825895,6.31215615557637
"TMEM52B ",50.1363044753672,4.42116387078925,1.08752306848359,4.06535180624169,4.79600612092483e-05,0.00124486379087474,4.42116387078925
"FBLN1 ",87.7151069208194,-4.44877408295371,1.09559886906709,-4.06058659657242,4.89495773232813e-05,0.00126863445204269,4.44877408295371
"BCAM ",250.084031929712,-4.16404237264176,1.0282356006471,-4.04969675239915,5.12840449430049e-05,0.00131904972120758,4.16404237264176
"GLB1L2 ",35.4577590563083,-4.44679150540152,1.09814282296171,-4.04937446425088,5.13547163233819e-05,0.00131904972120758,4.44679150540152
"LOC105373591 ",21.2663611905522,-7.83973963910221,1.93770473078518,-4.04588971402544,5.21247702867929e-05,0.0013368333410811,7.83973963910221
"GPR63 ",45.1251759950181,-7.48882023531652,1.85523844056859,-4.03658099765406,5.42358064194647e-05,0.0013827318409964,7.48882023531652
"B4GALNT4 ",119.254300066937,-7.2675024690705,1.81087385869647,-4.01325715436739,5.98866101987354e-05,0.00150594770111366,7.2675024690705
"LOC107984805 ",56.705513801194,-9.25511643099435,2.31178125517036,-4.0034568194093,6.242359913478e-05,0.00156140656614888,9.25511643099435
"SLC22A15 ",403.637033175099,4.65771130627444,1.16494422121529,3.99822688627567,6.38187628349285e-05,0.00159158788533098,4.65771130627444
"LINC01139 ",305.897095706507,-4.28482837968261,1.07215554226437,-3.99646153078977,6.42963242970694e-05,0.00159542177777078,4.28482837968261
"PRLR ",93.8120589320838,6.96760653827121,1.7452063712154,3.99242556822595,6.54008646393193e-05,0.00161940069004035,6.96760653827121
"TNS2 ",565.470893379511,-5.22559151648779,1.3126446420207,-3.98096434419863,6.86362453952782e-05,0.00168978704865142,5.22559151648779
"ANTXR1 ",314.295363070341,-5.70596134339417,1.43404854439104,-3.97891784466556,6.92296562654843e-05,0.00170196164953246,5.70596134339417
"TCL6 ",265.533924343456,-4.9998061511531,1.26268615146661,-3.95965865733606,7.50569666459212e-05,0.0018166741758223,4.9998061511531
"ACBD7 ",50.8325657810818,-5.25593597238023,1.32836360306814,-3.95669977726016,7.59923383938521e-05,0.00183415449006985,5.25593597238023
"PLVAP ",368.090635345674,-4.5990642455008,1.1631644637837,-3.95392430623296,7.68797400491391e-05,0.00185297401471377,4.5990642455008
"RAB9B ",34.0845654537367,-5.41242244607349,1.36965211991099,-3.95167675601102,7.76055201640117e-05,0.00186264072036608,5.41242244607349
"MATN3 ",41.1155242518985,-8.79230632397102,2.23136804262785,-3.94032098515511,8.13726550368513e-05,0.00194222194248152,8.79230632397102
"ANGPTL2 ",522.304773429201,-6.76573352172784,1.7174928037841,-3.93930822115884,8.17168931114759e-05,0.00194773686088004,6.76573352172784
"HLA-F-AS1_6 ",18.1089708220716,-7.60942231457142,1.93237721028444,-3.93785554604598,8.22130606339141e-05,0.00195414994537159,7.60942231457142
"FRZB ",29.8307146061496,-8.32967275099965,2.13556590380497,-3.90045221089106,9.60131780463165e-05,0.00223282537972846,8.32967275099965
"LOC124902874 ",16.7926409677704,7.54037487259032,1.93663779478148,3.89353904633526,9.87922921578387e-05,0.00229126220450707,7.54037487259032
"KLK2 ",19.8121819983867,-7.73941840950553,1.99582901248095,-3.87779632478881,0.000105406902952258,0.00241859652387387,7.73941840950553
"LRRC15 ",88.2487852554445,-8.46463021736801,2.18874087984407,-3.86735145092691,0.000110023808149006,0.00251781876919713,8.46463021736801
"NPR3 ",557.412739742274,5.19268941508768,1.34613393267684,3.85748348588303,0.000114560416633617,0.00260431996016897,5.19268941508768
"LOC124901361 ",304.597990454384,-6.72177419842709,1.74584261040736,-3.85016046598763,0.000118040463507641,0.00266582458858659,6.72177419842709
"ANKRD22 ",129.23444078468,4.96229812396884,1.29064825400567,3.8448106279676,0.000120645571561282,0.00271043034072858,4.96229812396884
"EPHB1 ",16.6290416171768,7.52599629212599,1.95824981924205,3.84322583266674,0.000121427636532723,0.00272444354249234,7.52599629212599
"GATD3 ",16.0015369703231,7.47169271185765,1.94529076989746,3.84091305396546,0.000122577528380315,0.00274309061885154,7.47169271185765
"STOX2 ",182.981193351856,-4.68710151232857,1.22188427252647,-3.83596189730564,0.000125073799446228,0.00278789980277749,4.68710151232857
"SRRM3 ",33.9191266723142,-6.09483911336789,1.59477710291797,-3.82174982460944,0.000132508081981109,0.00291602504196025,6.09483911336789
"LOC124903514 ",25.3707219232048,-6.64977317672599,1.74023013379686,-3.82120332683667,0.000132802103429501,0.00291876296030431,6.64977317672599
"LOC107984281 ",93.9294236189899,-5.12267997026627,1.34093152509356,-3.82023979181849,0.000133321993126206,0.00291968004503241,5.12267997026627
"LAPTM4B ",199.637123417691,-4.75787013797253,1.24545614757109,-3.82018278784957,0.000133352810471002,0.00291968004503241,4.75787013797253
"HSPC102 ",38.1806159361111,4.01909826471048,1.05440419753995,3.81172445451896,0.000138000663883148,0.00300995364355525,4.01909826471048
"FCGR2C ",91.3661448521128,4.35225585840777,1.14705188881649,3.79429727708164,0.000148062195183832,0.00320100793582733,4.35225585840777
"USP6 ",32.7481331294085,-8.46416474177678,2.2324562831403,-3.79141343357935,0.00014979235995151,0.00323367538154577,8.46416474177678
"KCNJ5-AS1 ",60.1240479900467,4.42959541673712,1.16840297374159,3.79115383672139,0.000149949035648412,0.00323367538154577,4.42959541673712
"LUCAT1 ",31.7378120139618,6.99312573192076,1.84846819835911,3.78320045653399,0.000154824623792888,0.00332216577412944,6.99312573192076
"FRY-AS1 ",20.8315647987629,4.76216736345257,1.26182662148761,3.77402670252611,0.000160633556041475,0.00342121641821502,4.76216736345257
"FAR2P2 ",47.2931920183449,-6.48462427784324,1.71857646000999,-3.773253287669,0.000161132553218838,0.00342760211167242,6.48462427784324
"DLL4 ",53.58450740053,-4.21617102739432,1.11954502750034,-3.76596824944858,0.000165904876037607,0.00350313743770697,4.21617102739432
"PDGFA ",175.813888346298,-6.15403313188045,1.6377635416417,-3.75758342117667,0.000171562181133028,0.0036120691235856,6.15403313188045
"LOC124906019 ",25.4729752267791,-6.65648848645558,1.771571488026,-3.75739197173052,0.000171693447794353,0.0036120691235856,6.65648848645558
"WWTR1 ",181.860569962905,-4.56050135100689,1.21389122743075,-3.75692751372737,0.000172012294525016,0.00361435845724175,4.56050135100689
"ECEL1 ",91.5509486948322,-7.55569696011077,2.01177061179135,-3.75574477319902,0.000172826753114778,0.00362704340774661,7.55569696011077
"LINC01770 ",16.433680569788,-7.46790902850645,1.98967582255503,-3.75332953431407,0.000174501213054859,0.00365327417939304,7.46790902850645
"LOC105375566 ",23.4901400672262,5.524479654442,1.47321771840464,3.74994108842547,0.000176876118924471,0.00369400622642138,5.524479654442
"CBLC ",49.1203136156024,-9.04875080287465,2.41862942860091,-3.74127210058343,0.000183091160325688,0.00379535811328442,9.04875080287465
"TLR7 ",286.939309034547,4.0626687278642,1.09082682707685,3.72439385154394,0.000195785068209661,0.00403988637748208,4.0626687278642
"CA7 ",88.2252922749152,-7.50292568247458,2.02197905865116,-3.71068416874689,0.000206699855853001,0.00422686353277535,7.50292568247458
"CYP39A1 ",15.0353432256856,-7.34089397544647,1.98418958724957,-3.69969383098227,0.000215859723451835,0.00438423339106876,7.34089397544647
"TNFSF15 ",31.6272321205111,5.35115055528182,1.45191277418009,3.68558680000848,0.000228176296669186,0.00458724987077105,5.35115055528182
"CLIP4 ",215.153581648982,4.30185599387355,1.16815230177766,3.68261568917607,0.000230853046907327,0.00463024485341282,4.30185599387355
"LARGE1 ",879.325771888716,-4.13710973154694,1.12447367316178,-3.67915214939116,0.000234010633850925,0.00467703291024606,4.13710973154694
"TNFAIP6 ",246.340816194916,4.88517238317294,1.33265370089317,3.66574780822566,0.000246616869768721,0.00491207142575222,4.88517238317294
"SNAP91 ",107.136795833483,-7.78710153070026,2.12543555518036,-3.66376741544604,0.000248532481434744,0.00494450343700636,7.78710153070026
"PCDHGB8P ",21.6189735840318,-4.37836059257965,1.19531814264393,-3.66292490373745,0.000249351657724545,0.00495430115962842,4.37836059257965
"COL4A1 ",277.243112179234,-4.54934793229761,1.24233171831391,-3.66194299415616,0.000250309566393067,0.00496264669131139,4.54934793229761
"SLFN5 ",1271.86948691744,4.08413374977416,1.11557057734413,3.66102677205541,0.000251206504974862,0.00496898016564643,4.08413374977416
"PDGFA-DT ",38.0610585062664,-5.64365178175805,1.54648293661162,-3.64934629936713,0.000262908488170368,0.00517665008343691,5.64365178175805
"IRX2 ",57.7637559178128,-4.69181503374291,1.28783872178036,-3.64316971868709,0.000269301142477518,0.00526673186318798,4.69181503374291
"RANBP3L ",230.69052369169,-4.66756376485165,1.28175947855876,-3.64152857297376,0.000271024037892787,0.00528707991605938,4.66756376485165
"LOC107986015 ",220.638946839034,-5.24574213314379,1.44498339502751,-3.63031308954517,0.000283077634611117,0.00548590429507063,5.24574213314379
"KCNJ12 ",113.016933574641,-7.86613435897152,2.1689366169334,-3.62672394276475,0.000287039883059316,0.00555019027816604,7.86613435897152
"LINC01637 ",23.0053755115294,5.49225761845457,1.51490479227554,3.62548039088625,0.000288424783080449,0.00557070941866605,5.49225761845457
"PM20D1 ",25.5761196343439,-4.60732822273756,1.271510062151,-3.62350905422123,0.000290633025066443,0.0056042163087959,4.60732822273756
"OBSL1 ",146.506290885228,-4.23289755736656,1.16822734772047,-3.62335085343284,0.000290810922410061,0.0056042163087959,4.23289755736656
"IFI44L ",1584.34276180062,4.09228037057195,1.13105057927134,3.61812322593773,0.000296747108776497,0.00569946539613252,4.09228037057195
"LOC105374589 ",17.3577324589781,-7.54870913654198,2.08690490381181,-3.61717926042245,0.000297831044355787,0.00571390684762401,7.54870913654198
"LOC124901809 ",157.277213094193,-5.80520798855351,1.60528883067149,-3.61630123977453,0.000298842584563509,0.00572505145162394,5.80520798855351
"CPT1C ",88.934728660492,-5.68266187432721,1.57802867828181,-3.60111444901915,0.00031685604585814,0.00601851621762995,5.68266187432721
"EXPH5 ",25.3600767714167,-4.6227288486934,1.28445881740848,-3.59897007676758,0.000319479943661733,0.00606166521551792,4.6227288486934
"SLCO2B1 ",540.537085784957,-4.67069036720711,1.29896557113222,-3.59569989459843,0.000323520593135855,0.00612239177850752,4.67069036720711
"USP32P1 ",60.0990191371096,-7.90886506933138,2.20083319855164,-3.59357768436798,0.000326168343227026,0.00616139519055311,7.90886506933138
"RUFY4 ",27.7492075310382,4.40877303440183,1.227385681108,3.59200298835318,0.000328146086044674,0.00618517633597239,4.40877303440183
"LOC124903372 ",219.638687322629,-5.13974146243295,1.43185938834924,-3.58955739945836,0.00033123989078346,0.00621625657632776,5.13974146243295
"FFAR1 ",184.918787198,-5.08525544950009,1.42078001801839,-3.57919972480515,0.000344648001546784,0.00643979094312553,5.08525544950009
